encoded_length,current_encoded_length,best_encoded_length,encoded_ratio,current_encoded_ratio,best_encoded_ratio,encoding_time,total_encoding_time
124575.0,124575.0,123642.0,0.14816246431969554,0.14816246431969554,0.14705280685061844,0.04122591018676758,4.474727630615234
124781.0,124781.0,123642.0,0.14840746907706945,0.14840746907706945,0.14705280685061844,0.046515703201293945,4.521243333816528
124917.0,124917.0,123642.0,0.14856921979067556,0.14856921979067556,0.14705280685061844,0.04150032997131348,4.562743663787842
126649.0,126649.0,123642.0,0.1506291627021884,0.1506291627021884,0.14705280685061844,0.04186868667602539,4.604612350463867
211350.0,126649.0,123642.0,0.2513677450047574,0.1506291627021884,0.14705280685061844,0.04537534713745117,4.649987697601318
126649.0,126649.0,123642.0,0.1506291627021884,0.1506291627021884,0.14705280685061844,0.04174089431762695,4.691728591918945
135859.0,135859.0,123642.0,0.16158301617507137,0.16158301617507137,0.14705280685061844,0.04405999183654785,4.735788583755493
178199.0,135859.0,123642.0,0.2119398192197907,0.16158301617507137,0.14705280685061844,0.041513919830322266,4.777302503585815
124594.0,124594.0,123642.0,0.14818506184586108,0.14818506184586108,0.14705280685061844,0.04624176025390625,4.823544263839722
124376.0,124376.0,123642.0,0.1479257849666984,0.1479257849666984,0.14705280685061844,0.0421140193939209,4.865658283233643
124445.0,124445.0,123642.0,0.14800784966698383,0.14800784966698383,0.14705280685061844,0.04223203659057617,4.907890319824219
135642.0,135642.0,123642.0,0.16132492863939105,0.16132492863939105,0.14705280685061844,0.03987264633178711,4.947762966156006
177982.0,177982.0,123642.0,0.21168173168411036,0.21168173168411036,0.14705280685061844,0.038486480712890625,4.9862494468688965
177982.0,177982.0,123642.0,0.21168173168411036,0.21168173168411036,0.14705280685061844,0.03734850883483887,5.023597955703735
167190.0,167190.0,123642.0,0.19884633682207423,0.19884633682207423,0.14705280685061844,0.039404869079589844,5.063002824783325
248802.0,248802.0,123642.0,0.29591103710751665,0.29591103710751665,0.14705280685061844,0.049245595932006836,5.112248420715332
167190.0,167190.0,123642.0,0.19884633682207423,0.19884633682207423,0.14705280685061844,0.039839982986450195,5.152088403701782
166770.0,166770.0,123642.0,0.19834681255946718,0.19834681255946718,0.14705280685061844,0.03933119773864746,5.19141960144043
168134.0,168134.0,123642.0,0.19996907706945766,0.19996907706945766,0.14705280685061844,0.03944230079650879,5.2308619022369385
255343.0,168134.0,123642.0,0.3036905328258801,0.19996907706945766,0.14705280685061844,0.04520606994628906,5.2760679721832275
183826.0,183826.0,123642.0,0.21863225499524264,0.21863225499524264,0.14705280685061844,0.03922152519226074,5.315289497375488
183523.0,183523.0,123642.0,0.21827188392007613,0.21827188392007613,0.14705280685061844,0.03582453727722168,5.35111403465271
167831.0,167831.0,123642.0,0.19960870599429115,0.19960870599429115,0.14705280685061844,0.0360257625579834,5.387139797210693
254778.0,167831.0,123642.0,0.3030185537583254,0.19960870599429115,0.14705280685061844,0.041062355041503906,5.428202152252197
167838.0,167838.0,123642.0,0.19961703139866793,0.19961703139866793,0.14705280685061844,0.036165714263916016,5.464367866516113
167975.0,167975.0,123642.0,0.19977997145575643,0.19977997145575643,0.14705280685061844,0.036660194396972656,5.501028060913086
170261.0,170261.0,123642.0,0.2024988106565176,0.2024988106565176,0.14705280685061844,0.03460884094238281,5.535636901855469
270018.0,170261.0,123642.0,0.3211441484300666,0.2024988106565176,0.14705280685061844,0.0388643741607666,5.574501276016235
165665.0,165665.0,123642.0,0.1970325880114177,0.1970325880114177,0.14705280685061844,0.03857064247131348,5.613071918487549
165665.0,165665.0,123642.0,0.1970325880114177,0.1970325880114177,0.14705280685061844,0.03847050666809082,5.65154242515564
265422.0,265422.0,123642.0,0.3156779257849667,0.3156779257849667,0.14705280685061844,0.04284405708312988,5.6943864822387695
227651.0,227651.0,123642.0,0.27075523311132255,0.27075523311132255,0.14705280685061844,0.04579734802246094,5.7401838302612305
227651.0,227651.0,123642.0,0.27075523311132255,0.27075523311132255,0.14705280685061844,0.045905113220214844,5.786088943481445
265422.0,265422.0,123642.0,0.3156779257849667,0.3156779257849667,0.14705280685061844,0.04272198677062988,5.828810930252075
249002.0,249002.0,123642.0,0.2961489058039962,0.2961489058039962,0.14705280685061844,0.04263710975646973,5.871448040008545
242850.0,242850.0,123642.0,0.28883206470028544,0.28883206470028544,0.14705280685061844,0.04237222671508789,5.913820266723633
204144.0,204144.0,123642.0,0.24279733587059943,0.24279733587059943,0.14705280685061844,0.0395352840423584,5.953355550765991
204214.0,204214.0,123642.0,0.24288058991436726,0.24288058991436726,0.14705280685061844,0.03598499298095703,5.989340543746948
205209.0,205209.0,123642.0,0.244063986679353,0.244063986679353,0.14705280685061844,0.04086709022521973,6.030207633972168
205209.0,205209.0,123642.0,0.244063986679353,0.244063986679353,0.14705280685061844,0.040940046310424805,6.071147680282593
205209.0,205209.0,123642.0,0.244063986679353,0.244063986679353,0.14705280685061844,0.040823936462402344,6.111971616744995
124951.0,124951.0,123642.0,0.14860965746907706,0.14860965746907706,0.14705280685061844,0.037198781967163086,6.149170398712158
122564.0,122564.0,122564.0,0.14577069457659372,0.14577069457659372,0.14577069457659372,0.03868389129638672,6.187854290008545
197410.0,122564.0,122564.0,0.2347882968601332,0.14577069457659372,0.14577069457659372,0.043943166732788086,6.231797456741333
124400.0,124400.0,122564.0,0.14795432921027593,0.14795432921027593,0.14577069457659372,0.03888368606567383,6.270681142807007
124400.0,124400.0,122564.0,0.14795432921027593,0.14795432921027593,0.14577069457659372,0.03867840766906738,6.309359550476074
122564.0,122564.0,122564.0,0.14577069457659372,0.14577069457659372,0.14577069457659372,0.03861427307128906,6.347973823547363
122564.0,122564.0,122564.0,0.14577069457659372,0.14577069457659372,0.14577069457659372,0.03860282897949219,6.3865766525268555
121569.0,121569.0,121569.0,0.14458729781160798,0.14458729781160798,0.14458729781160798,0.03289461135864258,6.419471263885498
290333.0,121569.0,121569.0,0.3453056612749762,0.14458729781160798,0.14458729781160798,0.049977779388427734,6.469449043273926
196415.0,121569.0,121569.0,0.23360490009514748,0.14458729781160798,0.14458729781160798,0.03864240646362305,6.508091449737549
121788.0,121788.0,121569.0,0.1448477640342531,0.1448477640342531,0.14458729781160798,0.037279605865478516,6.545371055603027
121559.0,121559.0,121559.0,0.144575404376784,0.144575404376784,0.144575404376784,0.037508249282836914,6.582879304885864
121559.0,121559.0,121559.0,0.144575404376784,0.144575404376784,0.144575404376784,0.037462711334228516,6.620342016220093
144715.0,144715.0,121559.0,0.17211584205518554,0.17211584205518554,0.144575404376784,0.03761792182922363,6.657959938049316
219582.0,144715.0,121559.0,0.2611584205518554,0.17211584205518554,0.144575404376784,0.04275393486022949,6.700713872909546
121559.0,121559.0,121559.0,0.144575404376784,0.144575404376784,0.144575404376784,0.03746628761291504,6.738180160522461
196426.0,196426.0,121559.0,0.23361798287345387,0.23361798287345387,0.144575404376784,0.04280972480773926,6.7809898853302
198804.0,198804.0,121559.0,0.23644624167459563,0.23644624167459563,0.144575404376784,0.04444169998168945,6.82543158531189
198804.0,198804.0,121559.0,0.23644624167459563,0.23644624167459563,0.144575404376784,0.04441499710083008,6.86984658241272
198552.0,198552.0,121559.0,0.2361465271170314,0.2361465271170314,0.144575404376784,0.040048837661743164,6.909895420074463
198781.0,198781.0,121559.0,0.2364188867745005,0.2364188867745005,0.144575404376784,0.04009246826171875,6.949987888336182
197289.0,197289.0,121559.0,0.23464438629876308,0.23464438629876308,0.144575404376784,0.039466142654418945,6.989454030990601
228374.0,197289.0,121559.0,0.2716151284490961,0.23464438629876308,0.144575404376784,0.03960847854614258,7.029062509536743
358937.0,197289.0,121559.0,0.4268993815413892,0.23464438629876308,0.144575404376784,0.050409793853759766,7.079472303390503
194562.0,194562.0,121559.0,0.23140104662226452,0.23140104662226452,0.144575404376784,0.037577152252197266,7.1170494556427
211394.0,211394.0,121559.0,0.2514200761179829,0.2514200761179829,0.144575404376784,0.03794240951538086,7.154991865158081
211165.0,211165.0,121559.0,0.2511477164605138,0.2511477164605138,0.144575404376784,0.038097381591796875,7.193089246749878
242340.0,242340.0,121559.0,0.28822549952426263,0.28822549952426263,0.144575404376784,0.039196014404296875,7.232285261154175
211165.0,211165.0,121559.0,0.2511477164605138,0.2511477164605138,0.144575404376784,0.03804349899291992,7.270328760147095
371325.0,211165.0,121559.0,0.44163296860133205,0.2511477164605138,0.144575404376784,0.049560546875,7.319889307022095
242340.0,242340.0,121559.0,0.28822549952426263,0.28822549952426263,0.144575404376784,0.03859901428222656,7.358488321304321
242479.0,242479.0,121559.0,0.28839081826831586,0.28839081826831586,0.144575404376784,0.038617849349975586,7.397106170654297
242479.0,242479.0,121559.0,0.28839081826831586,0.28839081826831586,0.144575404376784,0.03844046592712402,7.435546636581421
243032.0,243032.0,121559.0,0.2890485252140818,0.2890485252140818,0.144575404376784,0.0432584285736084,7.478805065155029
212942.0,212942.0,121559.0,0.25326117982873453,0.25326117982873453,0.144575404376784,0.04765820503234863,7.526463270187378
228366.0,228366.0,121559.0,0.2716056137012369,0.2716056137012369,0.144575404376784,0.050977230072021484,7.577440500259399
388369.0,228366.0,121559.0,0.46190413891531873,0.2716056137012369,0.144575404376784,0.06194424629211426,7.639384746551514
211910.0,211910.0,121559.0,0.25203377735490007,0.25203377735490007,0.144575404376784,0.05065464973449707,7.690039396286011
127012.0,127012.0,121559.0,0.15106089438629877,0.15106089438629877,0.144575404376784,0.04631400108337402,7.736353397369385
127217.0,127217.0,121559.0,0.15130470980019028,0.15130470980019028,0.144575404376784,0.05052590370178223,7.786879301071167
212134.0,127217.0,121559.0,0.2523001902949572,0.15130470980019028,0.144575404376784,0.05502939224243164,7.841908693313599
208337.0,127217.0,121559.0,0.24778425309229304,0.15130470980019028,0.144575404376784,0.056417226791381836,7.8983259201049805
150192.0,150192.0,121559.0,0.17862987630827784,0.17862987630827784,0.144575404376784,0.051407814025878906,7.949733734130859
175239.0,175239.0,121559.0,0.20841936251189344,0.20841936251189344,0.144575404376784,0.05048847198486328,8.000222206115723
175146.0,175146.0,121559.0,0.20830875356803044,0.20830875356803044,0.144575404376784,0.05449628829956055,8.054718494415283
175239.0,175239.0,121559.0,0.20841936251189344,0.20841936251189344,0.144575404376784,0.050264596939086914,8.10498309135437
325593.0,175239.0,121559.0,0.3872419124643197,0.20841936251189344,0.144575404376784,0.06053590774536133,8.165518999099731
181869.0,181869.0,121559.0,0.2163047098001903,0.2163047098001903,0.144575404376784,0.04934096336364746,8.214859962463379
181650.0,181650.0,121559.0,0.2160442435775452,0.2160442435775452,0.144575404376784,0.04497551918029785,8.259835481643677
171192.0,171192.0,121559.0,0.20360608943862987,0.20360608943862987,0.144575404376784,0.039215803146362305,8.299051284790039
171099.0,171099.0,121559.0,0.2034954804947669,0.2034954804947669,0.144575404376784,0.043254852294921875,8.342306137084961
171099.0,171099.0,121559.0,0.2034954804947669,0.2034954804947669,0.144575404376784,0.04333901405334473,8.385645151138306
191149.0,191149.0,121559.0,0.2273418173168411,0.2273418173168411,0.144575404376784,0.03815937042236328,8.423804521560669
191334.0,191334.0,121559.0,0.2275618458610847,0.2275618458610847,0.144575404376784,0.03464365005493164,8.4584481716156
336950.0,191334.0,121559.0,0.40074928639391055,0.2275618458610847,0.144575404376784,0.03755760192871094,8.496005773544312
183929.0,183929.0,121559.0,0.2187547573739296,0.2187547573739296,0.144575404376784,0.03171539306640625,8.527721166610718
